_id,code,DISTRICT/CITY,SL. NO.,TESTING CENTER NAME,LOCATION,ADDRESS,CONTACT,EMBED LINK,TEST,TYPE,LATITUDES,LONGITUDES
492,srcl,RAJANNA SIRCILLA,9,PHC Pothugal,https://goo.gl/maps/kgfYbPe5LvkRCgMk6,"Phc road, mandalam, Thimmapur, Telangana",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d484821.48320184735!2d79.13547485630397!3d18.316792321582366!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xa9ba0006db068ea0!2sPHC%20Thimmapur!5e0!3m2!1sen!2sin!4v1598682479637!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.3167923,79.1354749
493,srcl,RAJANNA SIRCILLA,10,UPHC Ambedkar Nagar,https://goo.gl/maps/nzeH3hJsye9msX5M6,"Sircilla-Siddipet Rd, near Tahashildar Office, Thangalapally, Telangana 505405",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d121739.23763341806!2d78.7403824772072!3d18.347467716720672!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xbcfed7325e431405!2sPrimary%20Health%20Centre%20(P.H.C)!5e0!3m2!1sen!2sin!4v1598682563085!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.3474677,78.7403825
494,srcl,RAJANNA SIRCILLA,11,PHC Cheerlavancha,https://goo.gl/maps/nhn3bKgXzCGZuy2m9,"Cherlavancha, Telangana 505402",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d121154.37967565181!2d78.84780418015578!3d18.38946633405376!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xf700c4ef2bcc64ca!2sGovernment%20Hospital%20(PHC)!5e0!3m2!1sen!2sin!4v1598682625637!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.3894663,78.8478042
495,srcl,RAJANNA SIRCILLA,12,PHC Nerella,https://goo.gl/maps/QFweVJJC7H4RnTYB7,"Dharmapuri, Telangana 505425",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d94177.4198861821!2d78.95080017759196!3d18.91626706488809!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x3d6a546e7a8f2d9e!2sPrimary%20Health%20Care%20Govt!5e0!3m2!1sen!2sin!4v1598608917259!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.9162671,78.9508002
496,srcl,RAJANNA SIRCILLA,14,DH Sircilla,https://goo.gl/maps/ghzDCcVWwAGCboTk6,"Sircilla-Siddipet Rd, near Tahashildar Office, Thangalapally, Telangana 505405",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d121156.53611227323!2d78.73500740329762!3d18.38639853555011!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xbcfed7325e431405!2sPrimary%20Health%20Centre%20(P.H.C)!5e0!3m2!1sen!2sin!4v1598608809662!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.3863985,78.7350074
497,srcl,RAJANNA SIRCILLA,15,PHC Thangalapalli,https://goo.gl/maps/yFSVssbgy8PDpE1N8,"Sircilla-Siddipet Rd, near Tahashildar Office, Thangalapally, Telangana 505405",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d60581.694125131595!2d78.78572163471068!3d18.37664723794634!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xbcfed7325e431405!2sPrimary%20Health%20Centre%20(P.H.C)!5e0!3m2!1sen!2sin!4v1598682854385!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.3766472,78.7857216
498,srcl,RAJANNA SIRCILLA,16,PHC Hanmajipet,https://goo.gl/maps/Y7EqNNaptT6esTUL6,Telangana 505403,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d49507.38260016551!2d78.77509047277708!3d18.498164312952408!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x175c4057f18bdf67!2sPrimary%20health%20care%20center!5e0!3m2!1sen!2sin!4v1598680453546!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.4981643,78.7750905
499,srcl,RAJANNA SIRCILLA,17,PHC Vemulawada,https://goo.gl/maps/4YWXFKEpNTFAnNXn8,Telangana 505403,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d98929.57978738578!2d78.81704396451357!3d18.46512386892002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x175c4057f18bdf67!2sPrimary%20health%20care%20center!5e0!3m2!1sen!2sin!4v1598680077343!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.4651239,78.817044
500,rgr,RANGAREDDY,1,AH Vanasthalipuram,https://goo.gl/maps/hCE5U9MtnaZqYCJe9,"C788, Sachivalaya Nagar, Vanasthalipuram, Hyderabad, Telangana 500070, India",9.14E+11,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d476.0908698974158!2d78.56373500600094!3d17.328718195586198!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xb721b5de5915f6c5!2sGovernment%20Area%20Hospital%2C%20Vanasthalipuram!5e0!3m2!1sen!2sus!4v1598545263649!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.3287182,78.563735
501,rgr,RANGAREDDY,2,CHC Hayathnagar,https://goo.gl/maps/ZW1ThyeNZ93PLjo86,"Veerbhadra Colony, IPM Blood Bank Colony, Hayathnagar, Hyderabad, Telangana 501505, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15234.885078976218!2d78.6054602!3d17.3289925!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x9d1ffd0a99f31016!2sCHC%20Hayath%20nagar!5e0!3m2!1sen!2sus!4v1598545399679!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.3289925,78.6054602
502,rgr,RANGAREDDY,3,CHC Rajendranagar,https://goo.gl/maps/pq42SKKE4dc4yxgG6,"Budwel, Hyderabad, Telangana 500030, India",9.18E+11,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15234.283471778122!2d78.41163998018973!3d17.336242287661236!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x7e49cab58dbc056a!2sCommunity%20Health%20Center!5e0!3m2!1sen!2sus!4v1598545559755!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.3362423,78.41164
503,rgr,RANGAREDDY,4,PHC Myladevarpally,https://goo.gl/maps/ANUjw3yvg8pgJGiQ6,"Telangana NGOS Colony, Katedan Industrial Area, Hyderabad, Telangana 500005, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7618.295067054376!2d78.4404587!3d17.308429399999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xd020d57e385b750b!2sGovernment%20Hospital!5e0!3m2!1sen!2sus!4v1598566634233!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.3084294,78.4404587
504,rgr,RANGAREDDY,5,AH Shadnagar,https://goo.gl/maps/etk16xqYVS8yfBYd9,"Shadnagar, Telangana 509216, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3813.9203434312954!2d78.20479071489719!3d17.076548616189996!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbc92dcf9e67f9%3A0x9d442a46fcd4953e!2sGovernment%20Hospital%2C%20Shadnagar!5e0!3m2!1sen!2sus!4v1598545960167!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.0765486,78.2047907
505,rgr,RANGAREDDY,7,PHC Narkuda,https://goo.gl/maps/tnnZgUpSN2eJafXC9,"Narkhoda, Telangana 501218, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d673.5574007019976!2d78.3331083767497!3d17.256779702547387!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x998fa34e68ac3504!2sPHC%20Narkhoda!5e0!3m2!1sen!2sus!4v1598550945189!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.2567797,78.3331084
506,rgr,RANGAREDDY,8,PHC Peddashapur,https://goo.gl/maps/SyvKiNzTgAXNePcJA,"Pedda Shapur, Telangana 509325, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2694.7963102510066!2d78.33402909000296!3d17.217940838797936!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbb8d9baaaaaab%3A0x2b741b8412322e4b!2sGovernment%20Hospital!5e0!3m2!1sen!2sus!4v1598551052978!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.2179408,78.3340291
507,rgr,RANGAREDDY,9,CHC Shamshabad,https://goo.gl/maps/1fgDSrxXUXEZ8aF58,"Rudra Colony, Hyderabad, Telangana 501218, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d952.5229664071419!2d78.392901816982!3d17.262789953801676!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbbc2327a95a8d%3A0xa8517409957693ec!2sCommunity%20Health%20Center-%20Government%20Hospital%20Shamshabad!5e0!3m2!1sen!2sus!4v1598551123485!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.26279,78.3929018
508,rgr,RANGAREDDY,11,PHC Amangal,https://goo.gl/maps/i3hBPc3aTz9khXtm6,"Amangal, Telangana 509321, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15273.708903536752!2d78.53005819890555!3d16.854747738180425!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bca51718c62a095%3A0x9983a2d783f462ba!2sGovt%20Hospital!5e0!3m2!1sen!2sus!4v1598551437483!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,16.8547477,78.5300582
509,rgr,RANGAREDDY,12,PHC Mysigandi,https://goo.gl/maps/FKmGPDUf7smCtR1K6,"Maisigandi, Telangana 509358, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d25671.965219204332!2d78.48592655979783!3d16.966655622980312!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xf7e7212147f4ee02!2sPrimary%20Government%20hospital%20Maisigandi!5e0!3m2!1sen!2sus!4v1598551548485!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,16.9666556,78.4859266
510,rgr,RANGAREDDY,13,PHC Aloor,https://goo.gl/maps/jw3haJkkvtRSzTqHA,"Kistapur, Telangana 501503, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d336.6576378124204!2d78.06394612597498!3d17.322959683227342!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbe777c21051e7%3A0xf5f00656f8b3d528!2sPHC%20ALOOR!5e0!3m2!1sen!2sus!4v1598551640624!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.3229597,78.0639461
511,rgr,RANGAREDDY,14,CHC Chevella,https://goo.gl/maps/vrefuBdehjBWx1PC7,"Chevella, Telangana 501503, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d238.06527069297894!2d78.13683476815785!3d17.313410090426608!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x9ff02b292030aaa4!2sGovt.%20Hospital%20%2Cchevella!5e0!3m2!1sen!2sus!4v1598551786973!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.3134101,78.1368348
512,rgr,RANGAREDDY,15,PHC Moinabad,https://goo.gl/maps/2MKSX4PsQ3iuUTT56,"Chevella Rd, Moinabad, Telangana 501504, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1904.3832676281158!2d78.27074069999999!3d17.32681!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x2e08b82862133d4d!2sPrathamika%20Arogya%20Kendramu!5e0!3m2!1sen!2sus!4v1598551872920!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.32681,78.2707407
513,rgr,RANGAREDDY,16,PHC Burgula,https://goo.gl/maps/3Tkj484osFSRU6wu8,"Burgul, Telangana 509202, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d61054.89249061204!2d78.21715259999999!3d16.9779548!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x394ee10ba6b4d160!2sPrimary%20Health%20Centre%2C%20Burgula!5e0!3m2!1sen!2sus!4v1598551993763!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,16.9779548,78.2171526
514,rgr,RANGAREDDY,17,PHC Chinchode,https://goo.gl/maps/LpKppshMPd4ipnHK7,"Chinchode, Telangana 509410, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7629.694134486556!2d78.10459965281258!3d17.031169980761756!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbd2017b5a13ad%3A0x4b1a2d8e35c9e013!2sGovernment%20Hospital!5e0!3m2!1sen!2sus!4v1598552082627!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.03117,78.1045997
515,rgr,RANGAREDDY,18,PHC Dandumailaram,https://goo.gl/maps/ST7ALeoaAhuhkcAc7,"Dandumailaram, Telangana 501508, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7621.519159199236!2d78.76153244910867!3d17.23044869450353!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x4146206bd91f555c!2sPrimary%20Health%20Center!5e0!3m2!1sen!2sus!4v1598552151950!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.2304487,78.7615324
516,rgr,RANGAREDDY,19,PHC Eliminedu,https://goo.gl/maps/wPTXCAaTq6osj7GQ7,"Tadlakalva, Telangana 501506, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d238.27597015521914!2d78.59896139678112!3d17.14998659458832!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x0!2zMTfCsDA5JzAwLjEiTiA3OMKwMzUnNTYuOCJF!5e0!3m2!1sen!2sus!4v1598563787556!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.1499866,78.5989614
517,rgr,RANGAREDDY,20,CHC Ibrahimpatnam,https://goo.gl/maps/rKwGk7QfYoUKhTB29,"Ibrahimpatnam, Telangana 501506, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15245.785177618418!2d78.6481897!3d17.1971256!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcba7848afd2d43%3A0xc66a1028f425a17d!2sGovernment%20Hospital.!5e0!3m2!1sen!2sus!4v1598552419522!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.1971256,78.6481897
518,rgr,RANGAREDDY,21,PHC Kandukur,https://goo.gl/maps/541MuRWuq8yhiFwZA,"Kandukur, Telangana 501359, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1907.0326218137868!2d78.4729586891082!3d17.0694610475632!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xd968ec9a4ddb4a87!2sPHC%20Kandukur!5e0!3m2!1sen!2sus!4v1598552524305!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.069461,78.4729587
519,rgr,RANGAREDDY,22,PHC Lernoor,https://goo.gl/maps/fxogd2nyEFPfHAyD8,"Telangana 501359, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1603.031088669999!2d78.51901757096587!3d17.137493928762616!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbaf77d7953a57%3A0xbc667a6873908ef1!2sLEMOOR%20GOVT%20HOSPITAL!5e0!3m2!1sen!2sus!4v1598552610054!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.1374939,78.5190176
520,rgr,RANGAREDDY,23,PHC Rachaluru,https://goo.gl/maps/Lu8obiEXziH5rTwE7,"Ranga Reddy, Telangana 501359, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d953.2954899082469!2d78.5404178292018!3d17.112621280997043!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x0!2zMTfCsDA2JzQ1LjQiTiA3OMKwMzInMjcuNSJF!5e0!3m2!1sen!2sus!4v1598554399353!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.1126213,78.5404178
521,rgr,RANGAREDDY,24,PHC Keshampet,https://goo.gl/maps/1ashuYc9siagjmiNA,"3rd Street, Coachella, Telangana 509408, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d477.0506707499789!2d78.347592!3d16.9545995!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xf721288353c015a9!2sKeshampet%20Govt%20Hospital!5e0!3m2!1sen!2sus!4v1598554974342!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,16.9545995,78.347592
522,rgr,RANGAREDDY,25,PHC Kondurg,https://goo.gl/maps/1L14BcpNMSZApZ3RA,"Kondurg, Telangana 509207, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d566.8913579571896!2d78.03829612975683!3d17.093415088614524!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbd0c3d8c6de01%3A0x3f52c314b39f2ba2!2sPRIMARY%20HEALTH%20CENTRE%2CKONDURGU!5e0!3m2!1sen!2sus!4v1598554953480!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.0934151,78.0382961
523,rgr,RANGAREDDY,26,PHC Kothur,https://goo.gl/maps/yLhsemyrgu8pcv8F9,"Unnamed Road, Telangana 509228, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d674.0126437296352!2d78.28530690454966!3d17.13167717207473!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xae5097d00405dfa4!2sPrimary%20Health%20Center!5e0!3m2!1sen!2sus!4v1598555144148!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.1316772,78.2853069
524,rgr,RANGAREDDY,27,PHC Irwin,https://goo.gl/maps/gCVjXQDF2Pw2eFBf7,"girikothapally Road, Irwin, Telangana, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3212.061481920126!2d78.70903037753396!3d16.786306483771057!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x29980e89b34a9ded!2sHospital!5e0!3m2!1sen!2sus!4v1598555270653!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,16.7863065,78.7090304
525,rgr,RANGAREDDY,28,PHC Madgul,https://goo.gl/maps/wm6xJggapCApLoyw5,"Madgul, Telangana 509327, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d3818.398487743185!2d78.68952067737807!3d16.856171025703315!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1sHospitals%20near%20Madgul%20telangana!5e0!3m2!1sen!2sus!4v1598562708092!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,16.856171,78.6895207
526,rgr,RANGAREDDY,29,CHC Maheshwaram,https://goo.gl/maps/7bYbqH6zJnsanNG56,"Maheshwaram, Telangana 501359, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d30501.433816017583!2d78.4347507!3d17.1371394!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x41468c05a2844cd4!2sCommunity%20Health%20Centre%20Maheswaram!5e0!3m2!1sen!2sus!4v1598562798668!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.1371394,78.4347507
527,rgr,RANGAREDDY,30,PHC Dubbacherla,https://goo.gl/maps/q6VKnQPYNRkxuvVh9,"Telangana 509325, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1509.6678448856358!2d78.37446606661635!3d17.106612669137586!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x415b4534d1bd9e87!2sGovt.hospital!5e1!3m2!1sen!2sus!4v1598563914992!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.1066127,78.3744661
528,rgr,RANGAREDDY,31,PHC Arutla,https://goo.gl/maps/Uoh84FsqpQe8jU9FA,"Arutla, Telangana 501508, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d854.5108427026618!2d78.75505841780193!3d17.137721638755657!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x5f594d34c6de6d99!2sPRIMARY%20HEALTH%20CENTER!5e1!3m2!1sen!2sus!4v1598564102198!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.1377216,78.7550584
529,rgr,RANGAREDDY,32,PHC Manchal,https://goo.gl/maps/oJPRMz1SbSPGeWVL7,"Arutla Rd, Telangana 501508, India",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d413.46281929612917!2d78.72535552291345!3d17.16114727992355!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x623e05d175e16ad6!2sPrimary%20health%20center%20manchala%20mandal!5e0!3m2!1sen!2sus!4v1598564208009!5m2!1sen!2sus"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.1611473,78.7253555
